author_id,territory_level,territory_name,text
C0028,neighborhood,Parque da Cidade,"O Parque da Cidade poderia ter atividades para a terceira idade, aulas de ginástica ao ar livre. O espaço é enorme e subutilizado. Lazer de qualidade melhora a saúde de todos nós."
C0029,neighborhood,Gávea,"A Praça Santos Dumont na Gávea perdeu seu charme, está malcuidada e com comércio irregular. Antigamente era ponto de encontro das famílias. Revitalizar a praça traria vida de volta ao bairro."
C0030,neighborhood,Rocinha,"A violência na Rocinha assusta, há tiroteios que interrompem aulas e fecham o comércio. Minha mãe tem medo de sair de casa. Precisamos de segurança que respeite os moradores, não que aterrorize."
C0031,neighborhood,Ipanema,"A reciclagem em Ipanema é uma piada, todo lixo vai junto para o caminhão. Eu separo direitinho em casa e não adianta nada. Falta uma política séria de resíduos nesta cidade."
C0032,neighborhood,Vidigal,"O posto de saúde do Vidigal fecha cedo demais e nunca tem médico nos fins de semana. Quando passo mal à noite tenho que descer o morro doente. Saúde não pode ter horário comercial."
C0033,neighborhood,São Conrado,"A praia de São Conrado é ótima para o voo livre de asa-delta, atrai turistas do mundo todo. Mas falta estrutura de banheiros e quiosques regularizados. Dava para gerar muito emprego ali."
C0034,neighborhood,Leblon,"O comércio de rua no Leblon emprega muita gente, mas a fiscalização aperta os pequenos. Os grandes shoppings têm tudo facilitado. Queria mais apoio para o trabalhador autônomo do bairro."
C0035,neighborhood,Parque da Cidade,"A iluminação ao redor do Parque da Cidade está toda queimada, vira boca de assalto à noite. Já evitei passar por ali voltando do trabalho. Iluminação pública é segurança básica, não luxo."
C0036,neighborhood,Gávea,"A Gávea tem um clima de vila que vai se perdendo com a chegada de prédios altos. As construções não respeitam a arquitetura antiga. Precisamos preservar a identidade do nosso bairro."
C0037,neighborhood,Rocinha,"Montei um pequeno comércio na Rocinha e a burocracia para formalizar é absurda. Quem quer trabalhar direito encontra mil barreiras. Apoio ao empreendedor da favela geraria muito emprego local."
C0038,neighborhood,Ipanema,"A Lagoa Rodrigo de Freitas perto de Ipanema vive com mortandade de peixes por falta de oxigênio. O cheiro afasta quem vai passear. Despoluir a Lagoa devia ser prioridade ambiental máxima."
C0039,neighborhood,Vidigal,"As crianças do Vidigal não têm onde brincar com segurança, faltam praças e quadras. Elas acabam jogando bola na rua estreita. Um espaço de lazer infantil faria toda a diferença aqui."
C0040,neighborhood,São Conrado,"O trânsito na entrada do túnel em São Conrado é um inferno todos os dias. Perco tempo precioso parado no engarrafamento. Falta planejamento de mobilidade para uma cidade que só cresce."
C0041,neighborhood,Leblon,"As consultas no posto de saúde do Leblon demoram meses para serem marcadas. Para um exame simples esperei quase um ano. A saúde pública precisa de muito mais investimento e médicos."
C0042,neighborhood,Parque da Cidade,"Adoraria que o Parque da Cidade tivesse uma agenda cultural fixa, com cinema ao ar livre. O espaço pede vida e movimento. Cultura no bairro aproxima as pessoas e reduz a violência."
C0043,neighborhood,Gávea,"O Jardim Botânico vizinho à Gávea é um patrimônio que precisamos cuidar melhor. Vi árvores centenárias mal sinalizadas e sem proteção. Educação ambiental nas escolas valorizaria esse tesouro natural."
C0044,neighborhood,Rocinha,"A participação dos moradores da Rocinha nas decisões da prefeitura é zero. Decidem tudo lá em cima sem nos ouvir. Queria conselhos comunitários de verdade, com poder real de mudar as coisas."
C0045,neighborhood,Ipanema,"A orla de Ipanema lota nos fins de semana e o banheiro público é insuficiente e sujo. É constrangedor para quem mora e para o turista. Estrutura básica faz parte do nosso cartão-postal."
C0046,neighborhood,Vidigal,"O Vidigal virou point de pousadas e restaurantes, mas o morador nativo está sendo expulso. O aluguel triplicou em poucos anos. Turismo não pode significar a expulsão de quem construiu o lugar."
C0047,neighborhood,São Conrado,"Faltam vagas em escola pública de qualidade em São Conrado, principalmente ensino médio. Meu filho estuda longe e gasta horas no ônibus. Educação perto de casa deveria ser um direito garantido."
C0048,neighborhood,Leblon,"O policiamento na orla do Leblon precisa ser mais presente à noite. Andei na praia e me senti vulnerável a assaltos. Segurança com presença humana é diferente de só passar de carro."
C0049,neighborhood,Parque da Cidade,"O Parque da Cidade tem uma vista incrível da Zona Sul, mas o mirante está interditado há tempos. Ninguém explica o motivo nem a previsão de reabertura. Falta transparência com a população."
C0050,neighborhood,Gávea,"O transporte por aplicativo facilitou a vida na Gávea, mas o ônibus continua péssimo. As linhas para o centro são poucas e demoram muito. Quem depende do coletivo é sempre o mais prejudicado."
C0051,neighborhood,Rocinha,"Sou professora na Rocinha e a estrutura das escolas é precária, falta material e ventilação. As crianças têm sede de aprender, mas o poder público não ajuda. Educação de qualidade muda gerações."
C0052,neighborhood,Ipanema,"O comércio em Ipanema fechou muitas portas depois da pandemia e o aluguel não baixa. Vejo lojas tradicionais sumindo uma a uma. Precisamos de incentivo para o pequeno empreendedor sobreviver."
C0053,neighborhood,Vidigal,"A coleta seletiva nunca chegou ao Vidigal, todo lixo vai para o mesmo buraco. A gente recicla por conta própria e vende latinha. Falta uma política ambiental que inclua as comunidades."
C0054,neighborhood,São Conrado,"A desigualdade em São Conrado é absurda: de um lado mansões, de outro casas sem água encanada. Crescer assim marca a infância das crianças. Justiça social tem que sair do papel."
C0055,neighborhood,Leblon,"O Leblon tem ótimos espaços culturais privados, mas quase nada gratuito para a população. Cultura virou produto caro. Queria saraus e shows abertos nas praças para todos participarem."
C0056,neighborhood,Parque da Cidade,"Visitei a Capela do Parque da Cidade e fiquei encantado com a história do lugar. É um patrimônio que precisa de mais cuidado e visitação guiada. Nossa memória merece ser preservada e contada."
C0057,neighborhood,Gávea,"A segurança na Gávea piorou perto da PUC, estudantes têm sido assaltados na saída da noite. A iluminação da Rua Marquês de São Vicente é fraca. Mais luz e presença policial ajudariam muito."
C0058,neighborhood,Rocinha,"Faltam áreas verdes na Rocinha, é tudo concreto e muito quente. Plantar árvores melhoraria o ar e o clima. Meio ambiente também é direito de quem mora na favela, não só dos bairros ricos."
C0059,neighborhood,Ipanema,"A mobilidade de cadeirante em Ipanema é horrível, as calçadas são esburacadas e sem rampa. Minha mãe usa cadeira e não consegue passear. Acessibilidade deveria ser obrigatória em toda a cidade."
C0060,neighborhood,Vidigal,"O Vidigal precisa de um centro de saúde maior, o atual não dá conta da população. Levo meu pai para se consultar lá embaixo e é sofrido. Saúde perto de casa salva vidas no morro."
C0061,neighborhood,São Conrado,"A reforma da ciclovia em São Conrado parou no meio e virou um perigo. Tem trecho interditado sem aviso e gente caindo. Quando começam uma obra precisam terminar com responsabilidade."
C0062,neighborhood,Leblon,"Moro no Leblon há quarenta anos e vejo o bairro perder o convívio de vizinhança. Os prédios novos não têm portaria humana, é tudo automatizado. Sinto falta de saber quem mora ao meu lado."
C0063,neighborhood,Parque da Cidade,"O Parque da Cidade poderia abrigar feiras de produtores locais aos domingos. Geraria renda e aproximaria o campo da cidade. Já vi isso dar certo em outros bairros, aqui também daria."
C0064,neighborhood,Gávea,"A enchente na Estrada da Gávea quando chove forte é assustadora, a água invade as lojas. O sistema de drenagem é antigo e insuficiente. Precisamos de investimento sério em infraestrutura."
C0065,neighborhood,Rocinha,"A juventude da Rocinha tem talento de sobra, mas falta oportunidade de primeiro emprego. Muitos acabam no caminho errado por falta de escolha. Cursos profissionalizantes mudariam essa realidade."
C0066,neighborhood,Ipanema,"A praia de Ipanema é a mais democrática do Rio, gente de todo lugar se encontra ali. Mas precisa de mais lixeiras e coleta nos fins de semana. Cuidar da praia é cuidar de quem somos."
C0067,neighborhood,Vidigal,"Subo e desço o Vidigal de moto porque ônibus não existe aqui em cima. É caro e perigoso, mas não tem alternativa. A cidade esqueceu que tem gente morando no alto do morro."
C0068,neighborhood,São Conrado,"O esgoto que desce para a praia de São Conrado é uma vergonha ambiental. Já vi espuma e mau cheiro na areia. Sem saneamento, o turismo e a saúde da população vão por água abaixo."
C0069,neighborhood,Leblon,"A fila na UPA mais próxima do Leblon é enorme mesmo de madrugada. Esperei seis horas com meu filho febril. Precisamos de mais unidades de saúde para desafogar o atendimento na Zona Sul."
C0070,neighborhood,Parque da Cidade,"Adoro levar meu cachorro ao Parque da Cidade, mas falta uma área cercada para os pets. Eles correm risco perto da pista de carros. Um cãodromo bem feito atrairia muitas famílias."
C0071,neighborhood,Gávea,"O Largo da Gávea perdeu o movimento cultural que tinha nos anos noventa. Hoje é só trânsito e bares caros. Queria de volta os shows e o teatro que faziam o bairro tão especial."
C0072,neighborhood,Rocinha,"A Rocinha tem comércio pulsante que sustenta milhares de famílias. Mas faltam linhas de crédito acessíveis para os pequenos negócios. Apoiar o empreendedor da favela é gerar renda de verdade."
C0073,neighborhood,Ipanema,"O barulho dos bares de Ipanema na madrugada está insuportável para quem mora ali. A prefeitura não fiscaliza o som alto. Lazer de uns não pode tirar o sono e a saúde de outros."
C0074,neighborhood,Vidigal,"A escola do Vidigal tem professores dedicados, mas o prédio está caindo aos pedaços. Quando chove, entra água nas salas. Nossas crianças merecem um espaço digno para aprender."
C0075,neighborhood,São Conrado,"São Conrado tem potencial turístico enorme com a praia e o voo livre, mas falta divulgação. Os ganhos não chegam ao comércio local. Um plano de turismo sustentável beneficiaria a todos."
C0076,neighborhood,Leblon,"A coleta de lixo no Leblon é eficiente, isso eu reconheço com gratidão. Mas a reciclagem ainda é falha, todo material vai junto. Faltam pontos de descarte seletivo espalhados pelo bairro."
C0077,neighborhood,Parque da Cidade,"O Parque da Cidade precisa de guardas e câmeras, já houve assaltos nas trilhas. Deixei de caminhar lá sozinha por medo. Segurança transformaria esse espaço em um verdadeiro pulmão do bairro."
C0078,neighborhood,Gávea,"A Gávea tem uma comunidade universitária vibrante por causa da PUC-Rio. Poderíamos aproveitar isso com mais projetos de extensão para os bairros vizinhos. Conhecimento tem que sair dos muros."
C0079,neighborhood,Rocinha,"A água falta com frequência na parte alta da Rocinha, às vezes ficamos dias sem. A gente tem que comprar galões e isso pesa no orçamento. Acesso à água é direito básico, não favor."
C0080,neighborhood,Ipanema,"As manifestações culturais em Ipanema, como as rodas de samba, deveriam ter mais apoio. Elas atraem gente e movimentam o comércio. Cultura de rua é a alma da nossa cidade carioca."
C0081,neighborhood,Vidigal,"A desigualdade fica clara quando olho do Vidigal para os prédios do Leblon. A vista que vendem caro é a mesma que a gente tem de graça. Mas falta o básico aqui em cima."
C0082,neighborhood,São Conrado,"O ônibus que passa em São Conrado vive lotado e atrasado, dependo dele para o trabalho. Já cheguei atrasada várias vezes e quase perdi o emprego. Transporte ruim prejudica a vida de todos."
C0083,neighborhood,Leblon,"O Leblon precisa de mais áreas verdes além da praia, faltam praças arborizadas. As poucas que temos vivem lotadas. Mais verde no bairro melhoraria o clima e a qualidade de vida."
C0084,neighborhood,Parque da Cidade,"Fiz uma trilha guiada no Parque da Cidade e foi maravilhoso conhecer a fauna local. Vi micos e tucanos pertinho. Esse contato com a natureza deveria ser oferecido às escolas públicas."
C0085,neighborhood,Gávea,"O comércio da Gávea sofre com a falta de estacionamento, os clientes reclamam. Os poucos lugares são disputados a tapa. Soluções de mobilidade ajudariam o pequeno empresário a sobreviver."
C0086,neighborhood,Rocinha,"A Rocinha tem uma das maiores populações jovens da cidade e quase nenhum espaço de lazer. Os jovens merecem quadras, bibliotecas e cultura. Investir neles é prevenir a violência na raiz."
C0087,neighborhood,Ipanema,"A segurança na orla de Ipanema melhorou com a operação verão, senti diferença. Espero que continuem mesmo fora da estação. Não pode ser só na época de turista, a gente mora aqui o ano todo."
C0088,neighborhood,Vidigal,"O Vidigal precisa de saneamento urgente, o esgoto desce pelas escadarias. O cheiro é forte e as crianças adoecem. Infraestrutura básica não pode ser privilégio só do asfalto."
C0089,neighborhood,São Conrado,"Queria mais participação cidadã nas decisões sobre São Conrado, somos sempre os últimos a saber. As obras aparecem sem consulta. Quem mora aqui conhece os problemas melhor que qualquer gabinete."
C0090,neighborhood,Leblon,"O Leblon tem ótimas escolas particulares, mas a escola pública do bairro está sucateada. Nem todo mundo pode pagar mensalidade. Educação pública de qualidade reduziria a desigualdade que vejo aqui."
C0091,neighborhood,Parque da Cidade,"O Parque da Cidade poderia ser palco de festivais que atrairiam turismo cultural. Tem estrutura e beleza para isso. Falta vontade política para transformar o potencial em realidade concreta."
C0092,neighborhood,Gávea,"Os buracos na Estrada da Gávea já causaram acidentes de moto que eu mesmo presenciei. É uma questão de segurança, não só de conforto. A manutenção viária precisa ser levada a sério."
C0093,neighborhood,Rocinha,"A saúde mental na Rocinha é um tema esquecido, muita gente sofre em silêncio. Faltam psicólogos no posto de saúde. Cuidar da mente é tão importante quanto cuidar do corpo."
C0094,neighborhood,Ipanema,"O aumento de prédios de luxo em Ipanema expulsou as famílias de classe média que viviam aqui. Cresci no bairro e hoje não posso mais morar nele. A cidade está se tornando excludente."
C0095,neighborhood,Vidigal,"O Vidigal tem artistas que pintam murais lindos, é arte de verdade. Deveriam apoiar esses talentos com editais e espaços. Cultura na favela é resistência e fonte de orgulho."
C0096,neighborhood,São Conrado,"A praia de São Conrado fica deserta nos dias úteis e podia ter mais atividades. Aulas de surfe gratuitas para a juventude seriam ótimas. Esporte afasta os jovens dos caminhos errados."
C0097,neighborhood,Leblon,"O trânsito no Leblon na hora do rush é caótico, principalmente perto das escolas. Faltam agentes organizando o fluxo. Mobilidade urbana precisa de planejamento, não de improviso diário."
C0098,neighborhood,Parque da Cidade,"O Parque da Cidade está sem manutenção há meses, os bancos quebrados e o gramado seco. Era o lugar preferido das famílias aos domingos. Cuidar dos espaços públicos é cuidar das pessoas."
C0099,neighborhood,Gávea,"A coleta de lixo na Gávea às vezes atrasa e os sacos ficam dias na calçada. Atrai urubu e mau cheiro. Um serviço regular e pontual faria muita diferença no nosso dia a dia."
C0100,neighborhood,Rocinha,"A Rocinha precisa de mais creches, as mães não conseguem trabalhar sem ter onde deixar os filhos. A lista de espera é enorme. Educação infantil é a base para romper o ciclo da pobreza."
C0101,neighborhood,Ipanema,"O Metrô da Zona Sul é uma bênção, mas a estação de Ipanema vive lotada no rush. Falta acessibilidade nas escadas para idosos. Ampliar a frota nos horários de pico ajudaria demais."
C0102,neighborhood,Vidigal,"O acesso de ambulância no Vidigal é quase impossível pelas ruas estreitas. Já perdemos um vizinho que não foi socorrido a tempo. A cidade precisa pensar em saúde de emergência para o morro."
C0103,neighborhood,Gávea,"O Instituto Moreira Salles perto da Gávea faz um trabalho cultural lindo e gratuito. Queria que mais espaços assim existissem na cidade. Cultura acessível transforma a vida das pessoas comuns."
C0104,neighborhood,São Conrado,"A favela da Rocinha que faz fronteira com São Conrado mostra dois mundos em poucos metros. A desigualdade dói de olhar. Políticas de integração urbana são urgentes e necessárias aqui."
C0105,neighborhood,Leblon,"A praça do Leblon ganhou academia ao ar livre e adorei, uso todos os dias de manhã. Mais iniciativas assim incentivam a saúde. Espaços públicos bem cuidados melhoram a vida de todos."
C0106,neighborhood,Parque da Cidade,"O Museu Histórico da Cidade no Parque está fechado para reforma há tempo demais. Perdemos um espaço educativo importante. A prefeitura precisa dar previsão clara de reabertura à população."
C0107,neighborhood,Rocinha,"O transporte alternativo na Rocinha é o que mantém o bairro funcionando, mas é desorganizado. Os mototáxis correm risco sem regulação. Formalizar esse serviço geraria segurança e emprego."
C0108,neighborhood,Ipanema,"A erosão na faixa de areia de Ipanema preocupa, o mar está avançando nas ressacas. Já vi quiosque ser engolido pela água. Precisamos de um estudo ambiental sério sobre a orla."
C0109,neighborhood,Vidigal,"A internet e o sinal de celular no alto do Vidigal são péssimos, atrapalham até o trabalho. Quem faz home office sofre muito. Conectividade hoje é infraestrutura básica, não luxo."
C0110,neighborhood,Gávea,"A Gávea tem feira livre ótima às quintas, com produtos frescos e preço justo. Mas ela poderia ser maior e mais divulgada. Apoiar a feira fortalece o pequeno produtor e a economia local."
C0111,neighborhood,São Conrado,"O abandono da passarela de pedestres em São Conrado é perigoso, está enferrujada e mal iluminada. Atravessar a pista é arriscar a vida. Manutenção da infraestrutura é questão de segurança."
C0112,neighborhood,Leblon,"O Leblon precisa de mais lixeiras seletivas na orla, o lixo se acumula nos fins de semana. Vejo garrafa e plástico voltando para o mar. Educação ambiental e estrutura precisam andar juntas."
C0113,neighborhood,Parque da Cidade,"As trilhas do Parque da Cidade são ótimas para esporte, mas faltam bebedouros e sombra. Numa caminhada longa a gente passa mal de calor. Pequenas melhorias atrairiam mais frequentadores."
C0114,neighborhood,Rocinha,"O comércio noturno da Rocinha é vibrante e gera muito emprego. Mas falta segurança e iluminação nas vielas. Apoiar a economia local com infraestrutura traria mais renda para as famílias."
C0115,neighborhood,Ipanema,"O Projeto Orla em Ipanema melhorou os calçadões, isso eu reconheço. Mas a manutenção precisa continuar, já vejo pedras soltas de novo. Cuidar do que foi feito é tão importante quanto construir."
C0116,neighborhood,Vidigal,"As crianças do Vidigal precisam de reforço escolar, muitas ficam para trás na alfabetização. Os pais trabalham e não têm tempo. Um projeto de apoio educacional comunitário faria toda diferença."
C0117,neighborhood,São Conrado,"A praia de São Conrado tem ondas perfeitas para o surfe, atrai gente de todo lado. Mas falta salva-vidas e sinalização de segurança. Investir na orla geraria turismo e emprego para os jovens."
C0118,neighborhood,Gávea,"A segurança no entorno da PUC-Rio na Gávea precisa de atenção, os estudantes saem tarde. Já houve sequestro-relâmpago na região. Iluminação e ronda constante dariam mais tranquilidade a todos."
C0119,neighborhood,Leblon,"O Leblon tem boa estrutura de saúde privada, mas o posto público vive sem remédios básicos. Quem depende do SUS é sempre o esquecido. Saúde pública precisa de abastecimento garantido sempre."
C0120,neighborhood,Parque da Cidade,"O Parque da Cidade poderia ter um espaço de horta comunitária para os moradores. Plantar junto une as pessoas e ensina sustentabilidade. Já vi projetos assim transformarem comunidades inteiras."
C0121,neighborhood,Rocinha,"A Rocinha sofre com desabamentos toda época de chuva, as encostas são instáveis. Já perdi conhecidos em deslizamentos. Obras de contenção e moradia segura deveriam ser prioridade absoluta."
C0122,neighborhood,Ipanema,"O comércio de Ipanema poderia ter ruas exclusivas para pedestres aos domingos. Isso valorizaria os negócios e a convivência. Cidades pelo mundo fazem isso com muito sucesso comprovado."
C0123,neighborhood,Vidigal,"O Vidigal virou cartão-postal nas redes sociais, mas o morador não vê retorno disso. O turismo enriquece os de fora. Queria projetos de geração de renda que incluíssem a comunidade nativa."
C0124,neighborhood,São Conrado,"O transporte público em São Conrado é insuficiente, dependemos de poucas linhas de ônibus. Quando uma quebra, ficamos a pé. A mobilidade aqui foi esquecida pelo planejamento da cidade."
C0125,neighborhood,Gávea,"A Gávea perdeu cinemas e teatros que faziam parte da vida cultural do bairro. Hoje é preciso ir longe para ver um filme. Sinto falta da cultura de bairro que tínhamos antigamente."
C0126,neighborhood,Leblon,"As calçadas do Leblon são largas e boas para caminhar, isso valorizo muito. Mas faltam bancos e sombra em alguns trechos. Pequenos cuidados tornam o espaço mais convidativo para idosos."
C0127,neighborhood,Parque da Cidade,"O Parque da Cidade está pedindo placas educativas sobre a fauna e flora locais. Seria ótimo para a visita das escolas. Educação ambiental ao ar livre marca a vida das crianças para sempre."
C0128,neighborhood,Rocinha,"A coleta de lixo na Rocinha não dá conta do volume, vielas ficam entupidas de sacos. O chorume escorre e atrai doença. Precisamos de uma logística de limpeza pensada para a favela."
C0129,neighborhood,Ipanema,"A iluminação da orla de Ipanema é boa, mas as ruas internas são escuras e perigosas. Já fui assaltada voltando de noite. Segurança não é só na praia, é no caminho de casa também."
C0130,neighborhood,Vidigal,"Faltam oportunidades de emprego formal para os jovens do Vidigal, muitos só conseguem bico. O talento existe, falta a porta aberta. Cursos e parcerias com empresas mudariam esse cenário."
C0131,neighborhood,São Conrado,"São Conrado precisa de uma escola técnica para a juventude, hoje não há opção perto. Os jovens viajam longe ou desistem. Educação profissionalizante geraria renda e dignidade para as famílias."
C0132,neighborhood,Gávea,"A drenagem da Gávea é antiga e as enchentes pioram a cada ano com a chuva forte. Lojistas perdem mercadoria toda temporada. Obras de infraestrutura precisam acompanhar as mudanças climáticas."
C0133,neighborhood,Leblon,"O Leblon tem ótima oferta cultural, mas é toda paga e cara. Faltam atividades gratuitas para quem não pode pagar. Cultura acessível deveria ser política pública, não privilégio de poucos."
C0134,neighborhood,Parque da Cidade,"O Parque da Cidade tem vista linda da Pedra da Gávea ao fundo. É um patrimônio natural que merece mais cuidado e visitação. Ecoturismo bem feito geraria renda sem agredir o meio ambiente."
C0135,neighborhood,Rocinha,"A Rocinha tem uma rádio comunitária que informa e une o bairro. Iniciativas assim mostram a força da participação cidadã. O poder público deveria apoiar e ouvir essas vozes da comunidade."
C0136,neighborhood,Ipanema,"O excesso de ambulantes irregulares em Ipanema tira espaço do calçadão. Por outro lado, eles também precisam trabalhar. Falta uma política que organize sem criminalizar quem busca o sustento."
C0137,neighborhood,Vidigal,"A vista do pôr do sol do alto do Vidigal é a coisa mais linda do Rio. Mas não há mirante seguro e organizado. Estruturar isso geraria turismo e renda para os moradores locais."
C0138,neighborhood,São Conrado,"A saúde em São Conrado depende de uma clínica que vive lotada e sem especialistas. Para qualquer exame somos enviados longe. A população cresce e o atendimento não acompanha de jeito nenhum."
C0139,neighborhood,Gávea,"A Gávea tem trânsito caótico na entrada e saída da PUC e do Jóquei. Faltam semáforos inteligentes e organização. Mobilidade pensada reduziria o estresse de quem passa por aqui todo dia."
C0140,neighborhood,Leblon,"A segurança no Leblon melhorou com mais câmeras, sinto isso no dia a dia. Mas o policiamento a pé ainda é raro. Tecnologia ajuda, mas a presença humana faz a diferença na prevenção."
C0141,neighborhood,Parque da Cidade,"O Parque da Cidade poderia receber aulas públicas de yoga e meditação ao amanhecer. O ambiente é perfeito para isso. Bem-estar e saúde mental também são responsabilidades do poder público."
C0142,neighborhood,Rocinha,"Na Rocinha falta saneamento e isso reflete na saúde das crianças, que vivem com verminose. O esgoto a céu aberto é o vilão. Sem infraestrutura básica, não há saúde que resista."
C0143,neighborhood,Ipanema,"O transporte sobre trilhos transformou Ipanema, chego rápido ao centro de metrô. Mas a integração com ônibus é confusa e cara. Um bilhete único de verdade facilitaria a vida de todos."
C0144,neighborhood,Vidigal,"O Vidigal tem uma escola de samba comunitária que é pura alegria e cultura. Mas sobrevive sem apoio nenhum do poder público. Valorizar nossas raízes culturais é valorizar a nossa gente."
C0145,neighborhood,São Conrado,"A erosão da praia de São Conrado avança e ninguém faz nada. O mar já levou parte da areia. Precisamos de um plano ambiental antes que a praia desapareça de vez."
C0146,neighborhood,Gávea,"A Gávea tem comércio de qualidade, mas o aluguel alto fecha muitas lojas tradicionais. Vejo pontos antigos virando rede genérica. Apoiar o comerciante local preserva a identidade do bairro."
